;Winner;Turns;Win_rate
503;AI;34;0.5158730158730159
504;Random;42;0.5148514851485149
505;AI;38;0.5158102766798419
506;Random;20;0.514792899408284
507;Random;23;0.5137795275590551
508;AI;15;0.5147347740667977
509;AI;16;0.515686274509804
510;AI;21;0.5166340508806262
511;AI;48;0.517578125
512;AI;33;0.5185185185185185
513;AI;26;0.519455252918288
514;AI;51;0.5203883495145631
515;Random;11;0.5193798449612403
516;Random;34;0.5183752417794971
517;AI;20;0.5193050193050193
518;Random;32;0.5183044315992292
519;AI;46;0.5192307692307693
520;Random;14;0.5182341650671785
521;AI;18;0.5191570881226054
522;Random;32;0.5181644359464627
523;AI;22;0.5190839694656488
524;Random;66;0.518095238095238
525;Random;35;0.5171102661596958
526;AI;13;0.5180265654648957
527;Random;25;0.5170454545454546
528;AI;25;0.5179584120982986
529;AI;36;0.5188679245283019
530;Random;32;0.5178907721280602
531;AI;28;0.518796992481203
532;AI;35;0.5196998123827392
533;Random;51;0.5187265917602997
534;Random;32;0.5177570093457944
535;AI;42;0.5186567164179104
536;AI;29;0.5195530726256983
537;Random;51;0.5185873605947955
538;Random;28;0.5176252319109462
539;Random;11;0.5166666666666667
540;Random;60;0.5157116451016636
541;AI;16;0.5166051660516605
542;AI;31;0.5174953959484346
543;Random;31;0.5165441176470589
544;AI;59;0.5174311926605505
545;AI;36;0.5183150183150184
546;AI;17;0.5191956124314442
547;AI;26;0.5200729927007299
548;Random;46;0.5191256830601093
549;Random;33;0.5181818181818182
550;AI;81;0.5190562613430127
551;AI;72;0.519927536231884
552;AI;15;0.5207956600361664
553;Random;15;0.51985559566787
554;AI;49;0.5207207207207207
555;Random;21;0.5197841726618705
556;Random;26;0.518850987432675
557;AI;20;0.5197132616487455
558;Random;10;0.518783542039356
559;Random;25;0.5178571428571429
560;Random;80;0.5169340463458111
561;Random;65;0.5160142348754448
562;AI;31;0.5168738898756661
563;Random;21;0.5159574468085106
564;AI;23;0.5168141592920354
565;Random;19;0.5159010600706714
566;AI;75;0.5167548500881834
567;AI;32;0.5176056338028169
568;AI;35;0.5184534270650264
569;AI;20;0.519298245614035
570;Random;62;0.5183887915936952
571;Random;13;0.5174825174825175
572;AI;25;0.518324607329843
573;AI;76;0.519163763066202
574;Random;32;0.5182608695652174
575;Random;11;0.5173611111111112
576;AI;11;0.5181975736568457
577;Random;113;0.5173010380622838
578;AI;31;0.5181347150259067
579;AI;18;0.5189655172413793
580;AI;23;0.5197934595524957
581;Random;67;0.5189003436426117
582;Random;36;0.5180102915951973
583;AI;28;0.5188356164383562
584;AI;77;0.5196581196581197
585;Random;37;0.5187713310580204
586;Random;138;0.5178875638841567
587;Random;23;0.5170068027210885
588;Random;10;0.5161290322580645
589;AI;72;0.5169491525423728
590;AI;31;0.5177664974619289
591;AI;44;0.518581081081081
592;Random;62;0.5177065767284992
593;AI;20;0.5185185185185185
594;AI;69;0.519327731092437
595;AI;114;0.5201342281879194
596;AI;47;0.5209380234505863
597;Random;147;0.520066889632107
598;AI;15;0.5208681135225376
599;Random;47;0.52
600;AI;21;0.5207986688851913
601;Random;35;0.5199335548172758
602;Random;72;0.5190713101160862
603;Random;139;0.5182119205298014
604;AI;23;0.5190082644628099
605;AI;12;0.5198019801980198
606;AI;31;0.5205930807248764
607;Random;95;0.5197368421052632
608;Random;38;0.5188834154351396
609;AI;11;0.519672131147541
610;AI;57;0.5204582651391162
611;AI;18;0.5212418300653595
612;Random;18;0.5203915171288744
613;AI;20;0.5211726384364821
614;AI;45;0.5219512195121951
615;Random;59;0.5211038961038961
616;AI;19;0.5218800648298217
617;Random;71;0.5210355987055016
618;Random;40;0.5201938610662359
619;Random;135;0.5193548387096775
620;AI;23;0.5201288244766505
621;Random;35;0.5192926045016077
622;Random;18;0.5184590690208668
623;AI;26;0.5192307692307693
624;AI;57;0.52
625;AI;54;0.5207667731629393
626;Random;20;0.5199362041467305
627;AI;30;0.5207006369426752
628;AI;45;0.5214626391096979
629;AI;12;0.5222222222222223
630;Random;20;0.5213946117274167
631;AI;46;0.5221518987341772
632;Random;14;0.5213270142180095
633;Random;11;0.5205047318611987
634;AI;15;0.521259842519685
635;Random;27;0.5204402515723271
636;AI;29;0.521193092621664
637;Random;17;0.5203761755485894
638;Random;14;0.5195618153364632
639;Random;23;0.51875
640;Random;28;0.5179407176287052
641;Random;37;0.5171339563862928
642;Random;52;0.5163297045101088
643;AI;140;0.5170807453416149
644;AI;35;0.517829457364341
645;AI;38;0.5185758513931888
646;Random;74;0.517774343122102
647;Random;115;0.5169753086419753
648;AI;53;0.5177195685670262
649;Random;57;0.5169230769230769
650;AI;41;0.5176651305683564
651;AI;26;0.5184049079754601
652;Random;16;0.5176110260336907
653;Random;43;0.5168195718654435
654;AI;47;0.517557251908397
655;AI;34;0.5182926829268293
656;AI;45;0.5190258751902588
657;Random;13;0.5182370820668692
658;AI;47;0.5189681335356601
659;Random;105;0.5181818181818182
660;Random;18;0.5173978819969742
661;Random;25;0.5166163141993958
662;Random;30;0.5158371040723982
663;AI;28;0.516566265060241
664;AI;35;0.5172932330827068
665;AI;36;0.5180180180180181
666;Random;46;0.5172413793103449
667;AI;8;0.5179640718562875
668;Random;37;0.5171898355754858
669;AI;32;0.517910447761194
670;AI;23;0.518628912071535
671;Random;21;0.5178571428571429
672;AI;77;0.5185735512630015
673;AI;26;0.5192878338278932
674;Random;40;0.5185185185185185
675;Random;47;0.5177514792899408
676;Random;66;0.51698670605613
677;AI;26;0.5176991150442478
678;Random;12;0.5169366715758469
679;Random;65;0.5161764705882353
680;Random;34;0.5154185022026432
681;AI;42;0.5161290322580645
682;Random;58;0.5153733528550513
683;Random;19;0.5146198830409356
684;AI;9;0.5153284671532846
685;AI;22;0.5160349854227405
686;AI;13;0.5167394468704513
687;Random;17;0.5159883720930233
688;Random;52;0.5152394775036284
689;AI;34;0.5159420289855072
690;AI;13;0.516642547033285
691;AI;22;0.5173410404624278
692;Random;42;0.5165945165945166
693;Random;89;0.515850144092219
694;AI;11;0.516546762589928
695;AI;8;0.5172413793103449
696;Random;106;0.5164992826398852
697;Random;41;0.5157593123209169
698;AI;97;0.5164520743919886
699;Random;105;0.5157142857142857
700;AI;44;0.5164051355206848
701;Random;97;0.5156695156695157
702;Random;80;0.5149359886201992
703;AI;20;0.515625
704;AI;23;0.5163120567375886
705;Random;57;0.5155807365439093
706;AI;69;0.5162659123055162
707;Random;25;0.5155367231638418
708;Random;50;0.5148095909732017
709;Random;25;0.5140845070422535
710;Random;16;0.5133614627285513
711;AI;22;0.5140449438202247
712;AI;37;0.514726507713885
713;AI;62;0.5154061624649859
714;AI;11;0.5160839160839161
715;Random;75;0.5153631284916201
716;AI;15;0.5160390516039052
717;AI;28;0.5167130919220055
718;AI;11;0.5173852573018081
719;Random;37;0.5166666666666667
720;Random;38;0.5159500693481276
721;Random;35;0.5152354570637119
722;AI;51;0.5159059474412172
723;Random;37;0.5151933701657458
724;AI;13;0.5158620689655172
725;Random;57;0.5151515151515151
726;Random;98;0.5144429160935351
727;AI;56;0.5151098901098901
728;AI;17;0.5157750342935528
729;AI;16;0.5164383561643836
730;AI;31;0.5170998632010944
731;AI;52;0.51775956284153
732;Random;122;0.5170532060027285
733;AI;20;0.5177111716621253
734;AI;81;0.5183673469387755
735;AI;32;0.5190217391304348
736;AI;69;0.519674355495251
737;AI;32;0.5203252032520326
738;AI;29;0.5209742895805142
739;AI;20;0.5216216216216216
740;AI;17;0.5222672064777328
741;Random;29;0.5215633423180593
742;Random;32;0.5208613728129206
743;Random;13;0.5201612903225806
744;Random;42;0.5194630872483221
745;Random;39;0.5187667560321716
746;Random;42;0.5180722891566265
747;Random;45;0.517379679144385
748;AI;15;0.5180240320427236
749;AI;56;0.5186666666666667
750;Random;30;0.5179760319573902
751;AI;82;0.5186170212765957
752;AI;33;0.5192563081009296
753;Random;31;0.5185676392572944
754;Random;14;0.5178807947019868
755;AI;24;0.5185185185185185
756;AI;25;0.5191545574636723
757;Random;11;0.5184696569920845
758;AI;79;0.5191040843214756
759;Random;29;0.5184210526315789
760;AI;31;0.519053876478318
761;Random;53;0.5183727034120735
762;AI;21;0.5190039318479686
763;AI;26;0.5196335078534031
764;Random;14;0.5189542483660131
765;AI;26;0.5195822454308094
766;Random;14;0.5189048239895697
767;AI;16;0.51953125
768;AI;25;0.5201560468140443
769;AI;48;0.5207792207792208
770;Random;30;0.5201037613488976
771;AI;28;0.5207253886010362
772;AI;57;0.5213454075032341
773;AI;76;0.5219638242894057
774;AI;17;0.5225806451612903
775;AI;72;0.5231958762886598
776;Random;18;0.5225225225225225
777;Random;35;0.5218508997429306
778;AI;49;0.5224646983311938
779;Random;55;0.5217948717948718
780;AI;31;0.5224071702944942
781;AI;34;0.5230179028132992
782;AI;15;0.5236270753512133
783;AI;34;0.5242346938775511
784;Random;28;0.5235668789808917
785;AI;24;0.5241730279898219
786;Random;44;0.5235069885641678
787;AI;16;0.5241116751269036
788;AI;51;0.5247148288973384
789;AI;54;0.5253164556962026
790;AI;39;0.5259165613147914
791;AI;38;0.5265151515151515
792;Random;34;0.5258511979823455
793;AI;118;0.5264483627204031
794;Random;22;0.5257861635220126
795;Random;21;0.5251256281407035
796;AI;21;0.5257214554579673
797;Random;93;0.525062656641604
798;Random;106;0.5244055068836045
799;Random;17;0.52375
800;AI;39;0.5243445692883895
801;Random;39;0.5236907730673317
802;AI;55;0.5242839352428393
803;Random;27;0.5236318407960199
804;AI;25;0.5242236024844721
805;AI;28;0.5248138957816377
806;AI;15;0.5254027261462205
807;Random;31;0.5247524752475248
808;Random;22;0.5241038318912238
809;AI;68;0.5246913580246914
810;AI;19;0.5252774352651048
811;Random;23;0.5246305418719212
812;AI;39;0.5252152521525215
813;AI;20;0.5257985257985258
814;Random;58;0.5251533742331288
815;Random;21;0.5245098039215687
816;Random;20;0.5238678090575275
817;Random;9;0.5232273838630807
818;Random;70;0.5225885225885226
819;Random;37;0.5219512195121951
820;AI;35;0.5225334957369062
821;Random;14;0.5218978102189781
822;Random;28;0.5212636695018226
823;Random;107;0.5206310679611651
824;AI;43;0.5212121212121212
825;AI;26;0.5217917675544794
826;Random;16;0.5211608222490931
827;Random;55;0.5205314009661836
828;AI;35;0.5211097708082026
829;Random;49;0.5204819277108433
830;AI;39;0.5210589651022864
831;AI;160;0.5216346153846154
832;Random;40;0.5210084033613446
833;AI;64;0.5215827338129496
834;AI;27;0.5221556886227545
835;Random;91;0.5215311004784688
836;AI;141;0.5221027479091995
837;AI;26;0.522673031026253
838;AI;79;0.5232419547079857
839;Random;29;0.5226190476190476
840;Random;38;0.5219976218787158
841;Random;35;0.5213776722090261
842;Random;30;0.5207591933570581
843;Random;25;0.5201421800947867
844;Random;48;0.5195266272189349
845;Random;77;0.5189125295508275
846;AI;39;0.5194805194805194
847;Random;21;0.5188679245283019
848;Random;12;0.5182567726737338
849;Random;7;0.5176470588235295
850;Random;14;0.5170387779083431
851;AI;104;0.5176056338028169
852;AI;47;0.5181711606096131
853;Random;45;0.5175644028103045
854;AI;13;0.5181286549707602
855;Random;21;0.5175233644859814
856;Random;48;0.5169194865810969
857;Random;17;0.5163170163170163
858;Random;18;0.5157159487776485
859;AI;26;0.5162790697674419
860;AI;27;0.5168408826945412
861;AI;80;0.5174013921113689
862;Random;22;0.5168018539976825
863;AI;52;0.5173611111111112
864;AI;31;0.5179190751445086
865;AI;16;0.5184757505773672
866;AI;119;0.5190311418685121
867;Random;45;0.5184331797235023
868;Random;18;0.5178365937859609
869;AI;38;0.5183908045977011
870;Random;48;0.5177956371986223
871;Random;77;0.5172018348623854
872;Random;38;0.5166093928980527
873;AI;28;0.517162471395881
874;Random;36;0.5165714285714286
875;AI;30;0.5171232876712328
876;AI;81;0.5176738882554162
877;Random;21;0.5170842824601367
878;AI;21;0.5176336746302617
879;AI;22;0.5181818181818182
880;Random;30;0.5175936435868331
881;AI;38;0.518140589569161
882;Random;20;0.5175537938844847
883;AI;22;0.5180995475113123
884;Random;30;0.5175141242937853
885;Random;47;0.5169300225733634
886;Random;30;0.5163472378804961
887;Random;87;0.5157657657657657
888;Random;82;0.515185601799775
